Date,Country,Cumulative_Total_Cases,Daily_New_Cases,Active_Cases,Cumulative_Total_Death,Daily_New_Death
14/2/2022,Malaysia,3061550,21315,168447,32149,24
15/2/2022,Malaysia,3083683,22133,182965,32180,31
16/2/2022,Malaysia,3111514,27831,202864,32200,20
17/2/2022,Malaysia,3138215,26701,217782,32239,39
18/2/2022,Malaysia,3166023,27808,233065,32276,37
19/2/2022,Malaysia,3194848,28825,243342,32310,34
20/2/2022,Malaysia,3221680,26832,251678,32347,37
21/2/2022,Malaysia,3246779,25099,258985,32390,43
22/2/2022,Malaysia,3273958,27179,267084,32433,43
23/2/2022,Malaysia,3305157,31199,277829,32488,55
24/2/2022,Malaysia,3337227,32070,286521,32534,46
25/2/2022,Malaysia,3367871,30644,294430,32591,57
26/2/2022,Malaysia,3395170,27299,298976,32634,43
27/2/2022,Malaysia,3419636,24466,300692,32674,40
28/2/2022,Malaysia,3442736,23100,293423,32749,75
1/3/2022,Malaysia,3468590,25854,293651,32827,78
2/3/2022,Malaysia,3496090,27500,293479,32942,115
3/3/2022,Malaysia,3528557,32467,298231,33028,86
4/3/2022,Malaysia,3561766,33209,305010,33106,78
5/3/2022,Malaysia,3595172,33406,311206,33173,67
6/3/2022,Malaysia,3622607,27435,308251,33228,55
7/3/2022,Malaysia,3649463,26856,304304,33305,77
8/3/2022,Malaysia,3680953,31490,306680,33384,79
9/3/2022,Malaysia,3711199,30246,310160,33497,113
10/3/2022,Malaysia,3741986,30787,314420,33567,70
11/3/2022,Malaysia,3774786,32800,322700,33643,76
12/3/2022,Malaysia,3801036,26250,323784,33720,77
13/3/2022,Malaysia,3823571,22535,320876,33807,87
14/3/2022,Malaysia,3845601,22030,308942,33899,92
15/3/2022,Malaysia,3872135,26534,304147,33994,95
16/3/2022,Malaysia,3900433,28298,299331,34099,105
17/3/2022,Malaysia,3927437,27004,296799,34185,86
18/3/2022,Malaysia,3951678,24241,294366,34244,59
19/3/2022,Malaysia,3974019,22341,283275,34329,85
20/3/2022,Malaysia,3993124,19105,274059,34400,71
21/3/2022,Malaysia,4010952,17828,263821,34463,63
22/3/2022,Malaysia,4032435,21483,252671,34535,72
23/3/2022,Malaysia,4054926,22491,248863,34600,65
24/3/2022,Malaysia,4079242,24316,247603,34664,64
25/3/2022,Malaysia,4101081,21839,247065,34717,53
26/3/2022,Malaysia,4122004,20923,242487,34751,34
27/3/2022,Malaysia,4138867,16863,233142,34788,37
28/3/2022,Malaysia,4152203,13336,220872,34842,54
29/3/2022,Malaysia,4167418,15215,211869,34906,64
30/3/2022,Malaysia,4183359,15941,206591,34939,33
31/3/2022,Malaysia,4201919,18560,206854,34983,44
1/4/2022,Malaysia,4219395,17476,206979,35013,30
2/4/2022,Malaysia,4234087,14692,201232,35069,56
3/4/2022,Malaysia,4246467,12380,192947,35099,30
4/4/2022,Malaysia,4256469,10002,179619,35127,28
5/4/2022,Malaysia,4268486,12017,171172,35160,33
6/4/2022,Malaysia,4280591,12105,162216,35192,32
7/4/2022,Malaysia,4292585,11994,157571,35228,36
8/4/2022,Malaysia,4307529,14944,158439,35259,31
9/4/2022,Malaysia,4317706,10177,153463,35280,21
10/4/2022,Malaysia,4325818,8112,145798,35292,12
11/4/2022,Malaysia,4333557,7739,134469,35311,19
12/4/2022,Malaysia,4342559,9002,126455,35341,30
13/4/2022,Malaysia,4352611,10052,120592,35363,22
14/4/2022,Malaysia,4363024,10413,117785,35381,18
15/4/2022,Malaysia,4372697,9673,113175,35397,16
16/4/2022,Malaysia,4382402,9705,108522,35409,12
17/4/2022,Malaysia,4389025,6623,103900,35421,12
18/4/2022,Malaysia,4396165,7140,96601,35437,16
19/4/2022,Malaysia,4402234,6069,92039,35449,12
20/4/2022,Malaysia,4409202,6968,90724,35465,16
21/4/2022,Malaysia,4415101,5899,88184,35470,5
22/4/2022,Malaysia,4421443,6342,85403,35482,12
23/4/2022,Malaysia,4427067,5624,80977,35491,9
24/4/2022,Malaysia,4431073,4006,74752,35499,8
25/4/2022,Malaysia,4433551,2478,68007,35507,8
26/4/2022,Malaysia,4436912,3361,61871,35520,13
27/4/2022,Malaysia,4440383,3471,58436,35526,6
28/4/2022,Malaysia,4443318,2935,53776,35536,10
29/4/2022,Malaysia,4445897,2579,50294,35542,6
30/4/2022,Malaysia,4448004,2107,45506,35547,5
1/5/2022,Malaysia,4449507,1503,41167,35550,3
2/5/2022,Malaysia,4450859,1352,36440,35555,5
3/5/2022,Malaysia,4451781,922,31833,35564,9
4/5/2022,Malaysia,4452835,1054,28777,35567,3
5/5/2022,Malaysia,4454113,1278,27454,35569,2
6/5/2022,Malaysia,4455364,1251,28698,35576,7
7/5/2022,Malaysia,4456736,1372,23276,35579,3
8/5/2022,Malaysia,4458889,2153,22556,35583,4
9/5/2022,Malaysia,4461135,2246,22368,35584,1
10/5/2022,Malaysia,4463740,2605,22953,35590,6
11/5/2022,Malaysia,4467061,3321,24850,35598,8
12/5/2022,Malaysia,4470471,3410,26826,35602,4
13/5/2022,Malaysia,4473500,3029,28734,35607,5
14/5/2022,Malaysia,4475873,2373,31102,35612,5
